Sách,N
Đại_Nam,Np
nhất,R
thống,V
chí,N
ghi_chép,V
về,E
khu,N
tháp,N
này,P
trong,E
mục,N
Thổ_sơn_cổ,N
tháp,N
(,F
tháp,Nc
Núi,Np
đất,N
),F
.,F
Sách,Np
cho,V
biết,V
tục_danh,N
của,E
tháp,N
là,V
Thị_Thiện,Np
và,C
giải_thích,V
rằng,C
dưới,E
chân,N
núi,N
đất,N
xưa,N
có,V
quán,N
bán,V
bánh,N
của,E
một,M
người,Nc
đàn_bà,N
tên,N
gọi,V
Thị_Thiện,Np
nên,C
có,V
tên,N
ấy,P
.,F
Không,R
rõ,A
tên,N
Thị_Thiện,Np
thông_dụng,A
đến,T
mức,N
nào,T
",",F
nhưng,C
dân,N
địa_phương,N
từ,E
lâu,A
đã,R
quen,V
gọi,V
di_tích,N
này,P
là,V
tháp,N
Bánh_Ít,Np
.,F
Quả_thực,N
",",F
bốn,M
ngọn,Nc
tháp,N
đứng,V
gần,A
nhau,N
",",F
một,M
lớn,A
ở,E
trên,N
cao,A
và,C
ba,M
nhỏ,A
ở,E
dưới,N
thấp,A
",",F
trông,V
xa,A
dễ,A
làm,V
người_ta,P
liên_tưởng,V
đến,E
một,M
mâm,N
bánh_ít,N
đã,R
bóc,V
lá,N
.,F
Đối_với,E
người,N
Pháp,Np
",",F
chẳng,R
hiểu,V
vì,E
lí_do,N
gì,P
",",F
khi,N
nghiên_cứu,V
quần_thể,N
kiến_trúc,N
này,P
",",F
họ,P
lại,R
đặt,V
là,V
Tour,Np
d,V
’,F
Argent,Np
(,F
Tháp_Bạc,Np
),F
.,F
Trong,E
một_số,L
tài_liệu,N
",",F
tháp,N
còn,R
được,V
gọi,V
bằng,E
tên,N
thôn,N
:,F
tháp,Nc
Đại_Lộc,Np
.,F
Với,E
bốn,M
ngọn,Nc
tháp,N
",",F
Bánh_Ít,Np
là,V
quần_thể,N
nhiều,A
tháp,N
nhất,A
hiện,N
còn,V
trên,E
đất,N
Bình_Định,Np
.,F
Nhưng,C
căn_cứ,V
vào,E
dấu,N
tích,N
còn,V
lại,R
",",F
số_lượng,N
công_trình,N
kiến_trúc,V
ở,E
đây,P
có_thể,R
còn,V
nhiều,A
hơn,A
thế,P
.,F
Trước_kia,N
",",F
tháp,N
Bánh_Ít,Np
nằm,V
trong,E
phạm_vi,N
của,E
làng,N
Tri_Thiện,Np
",",F
xã,N
Phước_Quang,Np
",",F
Tuy_Phước,Np
nên,C
tháp,N
này,P
còn,R
mang,V
tên,N
là,V
tháp,N
Tri_Thiện,Np
",",F
ngoài_ra,C
tháp,N
Bánh_Ít,Np
còn,R
có,V
những,L
tên,N
gọi,V
khác,A
như,C
tháp,N
Cầu,Np
Bà,Nc
Gi,Np
",",F
tháp,N
Thiện_Mẫu,Np
",",F
Thổ_Sơn,Np
hay,C
người,Nc
Pháp,Np
gọi,V
là,V
Tour,Np
d,V
’,F
argent,N
-,F
tháp,N
Bạc,Np
.,F
Tháp,Np
Bánh_Ít,Np
thuộc,V
thôn,N
Đại_Lộc,Np
",",F
xã,N
Phước_Hiệp,Np
",",F
huyện,N
Tuy_Phước,Np
",",F
tỉnh,N
Bình_Định,Np
.,F
(,F
Ảnh,Np
:,F
internet,N
),F
Tháp,Np
Bánh_Ít,Np
là,V
cụm,N
từ,E
tên,N
của,E
4,M
ngôi,Nc
tháp,N
nằm,V
trên,E
hòn,Nc
núi,N
thuộc,V
địa_phận,N
xã,N
Phước_Hiệp,Np
",",F
huyện,N
Tuy_Phước,Np
",",F
tỉnh,N
Bình_Định,Np
.,F
Nếu,C
đem,V
từng,R
kiến_trúc,V
ra,R
để,E
so_sánh,V
thì,C
từng,R
ngôi,Nc
tháp,N
của,E
Bánh_Ít,Np
không,R
phải,V
là,V
lớn,A
",",F
nhưng,C
tháp,N
Bánh_Ít,Np
không,R
phải,V
chỉ,R
từng,R
ngôi,Nc
tháp,N
mà,C
còn,R
là,V
các,L
lớp,N
kiến_trúc,V
",",F
là,C
cả,P
quả,N
đồi,N
tự_nhiên,A
cao,A
gần,A
100m,M
",",F
vì_thế,C
tuy,V
từng,R
kiến_trúc,V
không,R
lớn,A
lắm,R
nhưng,C
tổng_thể,N
kiến_trúc,V
Bánh_Ít,Np
khá,R
đồ_sộ,A
và,C
hùng_vĩ,A
.,F
Ngọn,Np
to,A
nhất,R
cao,A
22m,M
xây,V
ở,E
đỉnh,N
đồi,N
",",F
nhìn,V
từ,E
xa,A
trông,V
giống,A
như,C
chiếc,Nc
bánh_ít,N
lá,N
gai,N
.,F
Xung_quanh,N
ngọn,V
tháp,N
chính,T
",",F
còn,C
có,V
ba,M
ngọn,Nc
tháp,N
phụ,A
",",F
hình_dáng,N
thấp,A
và,C
nhỏ_bé,A
hơn,R
nhiều,A
.,F
Trong,E
ba,M
ngọn,Nc
tháp,N
này,P
",",F
có,V
hai,M
ngọn,Nc
giống,N
như,C
hai,M
chiếc,Nc
bánh_ít,N
ngọt,A
và,C
một,M
