Di_tích,N,
Lịch_sử,N,
-,F,
Văn_hóa,N,
Nhà_thờ,V,
họ,P,
Dương,Np,
được,V,
xây_dựng,V,
vào,E,
thời,N,
Hậu,Np,
Lê,Np,
",",F,
là,V,
nơi,N,
tôn_thờ,V,
",",F,
tưởng_nhớ,V,
các,L,
bậc,N,
tiên,N,
tổ,N,
và,C,
hậu_duệ,N,
của,E,
dòng_họ,N,
",",F,
tiêu_biểu,V,
như,C,
:,F,
Thái_thủy,N,
tổ,N,
Dương,Np,
Văn_Khai,Np,
",",F,
Dương_Cát_Phủ,Np,
",",F,
Dương,Np,
Doãn_Hài,Np,
",",F,
Dương_Thúc_Hạp,Np,
…,F,
Ông,Nc,
Dương,Np,
Văn_Khai,Np,
",",F,
người,Nc,
thầy,N,
dạy_học,V,
đầu_tiên,A,
đưa,V,
ánh_sáng,N,
văn_hoá,N,
về,E,
Thổ,Np,
Đôi_Trang,Np,
",",F,
là,C,
con_trai,N,
duy_nhất,A,
của,E,
cụ,Nc,
Dương_Đăng_Hoành,Np,
",",F,
ông,N,
sinh,V,
vào_khoảng,V,
thập_kỷ,N,
thứ,N,
2,M,
của,E,
thế_kỷ,N,
XV.,Ny,
Sinh,V,
ra,V,
và,C,
lớn,A,
lên,V,
trong,E,
một,M,
gia_đình,N,
khá_giả,A,
và,C,
có,V,
truyền_thống,N,
hiếu_học,N,
tại,E,
xã,N,
Yên_Lý,Np,
",",F,
tổng,N,
Vạn_Phần,Np,
",",F,
huyện,N,
Diễn_Châu,Np,
",",F,
tỉnh,N,
Nghệ_An,Np,
.,F,
Di_tích,N,
Lịch_sử,N,
-,F,
Văn_hóa,N,
Nhà_thờ,V,
họ,P,
Dương,Np,
được,V,
xây_dựng,V,
vào,E,
thời,N,
Hậu,Np,
Lê,Np,
nay,P,
ở,E,
xã,N,
Quỳnh,Np,
Đôi,Np,
",",F,
huyện,N,
Quỳnh_Lưu,Np,
",",F,
tỉnh,N,
Nghệ_An,Np,
.,F,
Từ,E,
nhỏ,A,
ông,N,
là,V,
người,N,
thông_minh,A,
",",F,
hiếu_học,N,
",",F,
lại,R,
được,V,
gia_đình,N,
cho,E,
ăn_học,V,
",",F,
giáo_dưỡng,N,
đến,V,
nơi,N,
đến,V,
chốn,N,
;,F,
lớn,A,
lên,E,
ông,N,
là,V,
người,N,
hay_chữ,A,
nhất,A,
vùng,N,
",",F,
cốt_cách,N,
thanh_tao,A,
",",F,
tính_tình,V,
đôn_hậu,N,
",",F,
nên,C,
vào_khoảng,V,
những,L,
năm,N,
1440,M,
",",F,
cụ,N,
tổ,N,
họ,P,
Hồ,Np,
ở,E,
Thổ,Np,
Đôi_Trang,Np,
đã,R,
mời,V,
ông,N,
về,V,
dạy,V,
cho,E,
con,N,
",",F,
cháu,N,
trong,E,
làng,N,
.,F,
Nhờ,E,
sự,Nc,
tận_tuỵ,V,
của,E,
cụ,N,
",",F,
sự_nghiệp,N,
học_hành,V,
của,E,
Thổ,Np,
Đôi,Np,
Trang,Np,
ngày_càng,X,
phát_triển,V,
",",F,
số,N,
người,N,
học_hành,V,
",",F,
thi,V,
đỗ,V,
ngày_càng,X,
cao,A,
.,F,
Cụ,Np,
trở_thành,V,
người,N,
khai,V,
mở,V,
đầu_tiên,A,
cho,E,
nền,N,
học_vấn,N,
của,E,
Thổ,Np,
Đôi_Trang,Np,
và,C,
cũng,R,
là,V,
người,N,
họ,P,
Dương,Np,
đầu_tiên,A,
đặt,V,
nền_móng,N,
trực_tiếp,A,
cho,E,
sự,Nc,
ra_đời,V,
của,E,
dòng_họ,Nc,
Dương,Np,
trên,E,
vùng_đất,N,
Thổ,Np,
Đôi_Trang,Np,
(,F,
nay,P,
là,V,
xã,N,
Quỳnh,Np,
Đôi,Np,
),F,
.,F,
Ông,Nc,
Dương_Cát_Phủ,Np,
huý,V,
