Phố,N
Hiến,Np
hôm_nay,N
tuy,C
chỉ,R
còn,R
một,M
thời,N
vang,V
bóng,N
",",F
nhưng,C
với,E
Văn_Miếu,Np
Xích,Np
Ðằng,Np
thờ,V
Ðức_Thánh_Khổng_Tử,Np
",",F
thầy,N
Chu_Văn_An,Np
cùng,A
các,L
bậc,N
tiên,N
hiền,A
và,C
một,M
sự,Nc
đồng_bộ,A
",",F
thể_hiện,V
kiến_trúc,Nc
Cung,Np
đình,N
Huế,Np
",",F
trên,E
một,M
diện_tích,N
6000m2,M
",",F
có,V
đủ,A
các,L
hạng_mục,N
",",F
thiết_nghĩ,N
cũng,R
là,V
một,M
di_tích,N
hiếm_hoi,A
còn,R
lại,R
đến,V
hôm_nay,N
ở,E
nước,N
ta,P
.,F
Ngoài_ra,X
",",F
ở,E
Phố,Np
Hiến,Np
còn,R
có,V
đền,N
Mây,Np
",",F
đền,N
Kim_Ðằng,Np
",",F
chùa,N
Chuông,Np
",",F
đình,N
An_Vũ,Np
",",F
đền,N
Nam_Hòa,Np
",",F
đền,N
Trần,Np
",",F
chùa,N
Phố,Np
",",F
đền,V
Thiên_Hậu,Np
",",F
Võ_Miếu,Np
",",F
đền,N
Bà_Chúa_Kho,Np
",",F
phức_hợp,A
đình,N
–,N
chùa,N
Hiến,Np
",",F
Ðông,Np
Ðô,Np
Quảng_Hội,Np
–,V
Thiên_Hậu_cung,N
",",F
chùa,N
Nễ_Châu,Np
",",F
đền,V
Cửu_Thiên_Huyền_Nữ,Np
…,F
Ðó,Np
là,V
cả,T
một,M
phức_hợp,N
",",F
thể_hiện,V
tầm_vóc,N
của,E
một,M
cảng,N
thị,N
Phố,Np
Hiến,Np
xưa,A
",",F
đồng_thời,C
phản_ánh,V
nhiều,A
giá_trị,N
văn_hóa,N
vật_thể,N
và,C
phi_vật_thể,N
của,E
một,M
vùng_đất,N
cổ,A
với,E
nhiều,A
cộng_đồng,N
cư_dân,V
chung,A
sống,V
",",F
dựng,V
xây,V
mảnh,Nc
đất,N
ấy,P
đến,E
trình_độ,N
thứ,N
nhì,A
ở,E
Ðàng,Np
ngoài,A
",",F
sau,N
Thăng_Long,Np
-,F
Kẻ,Nc
Chợ,Np
.,F
Ðể,Np
giới_thiệu,V
từng,R
giá_trị,N
lịch_sử,N
",",F
kiến_trúc,V
nghệ_thuật,N
của,E
mỗi,M
di_tích,N
là,V
việc_làm,N
không_thể,R
đối_với,E
một,M
bài,N
viết,V
ngắn,A
này,P
",",F
nhưng,C
du_khách,N
đến,V
với,E
Hưng_Yên,Np
hôm_nay,N
mà,C
không,R
qua,V
để,E
thăm_viếng,V
",",F
hành_hương,N
",",F
chiêm,V
bái,V
thì,C
quả_thật,R
chưa,R
thể,A
nói,V
là,C
đã,R
tới,V
thành_phố,N
này,P
",",F
do,E
đó,P
",",F
sự,Nc
chỉ_dẫn,V
sơ_lược,A
trên,E
đây,P
",",F
hẳn,R
sẽ,R
tạo,V
điều_kiện,N
cho,E
mỗi,M
người,N
đưa,V
vào,E
nhật_ký,N
hành_trình,N
của,E
mình,P
",",F
chắc_chắn,A
