Lễ,N,
cắt,V,
băng,N,
khánh_thành,V,
giai_đoạn,N,
1,M,
Khu_Du_lịch,N,
tâm_linh,N,
-,F,
sinh_thái,N,
Tây_Yên_Tử,Np,
.,F,
Khu_Di_tích,N,
và,C,
Danh_thắng,N,
Tây_Yên_Tử,Np,
bao_gồm,V,
hệ_thống,N,
các,L,
di_tích,N,
lịch_sử,N,
-,F,
văn_hóa,N,
",",F,
danh_lam,N,
thắng_cảnh,N,
nằm,V,
ở,E,
sườn,Nc,
Tây,Np,
và,C,
Bắc,Np,
của,E,
dãy,Nc,
núi,N,
Yên_Tử,Np,
",",F,
thuộc,V,
địa_bàn,N,
tỉnh,N,
Bắc_Giang,Np,
.,F,
Tây_Yên_Tử,Np,
trải,V,
dài,A,
từ,E,
Sơn_Động,Np,
đến,E,
Yên_Dũng,Np,
.,F,
Tây_Yên_Tử,Np,
là,V,
nơi,N,
có,V,
hệ_thống,N,
các,L,
chùa,N,
tháp,N,
",",F,
di_tích,N,
cùng,A,
sự,Nc,
kỳ_vĩ,V,
của,E,
rừng,N,
",",F,
núi,N,
liên_quan,V,
đến,E,
sự,Nc,
hình_thành,V,
thiền,A,
phái,N,
Trúc_Lâm_Yên_Tử,Np,
thời,N,
Trần,Np,
như,C,
chùa,N,
Vĩnh_Nghiêm,Np,
(,F,
Yên_Dũng,Np,
),F,
",",F,
chùa,N,
Am_Vãi,Np,
(,F,
Lục_Ngạn,Np,
),F,
",",F,
Đồng_Thông,Np,
(,F,
Sơn_Động,Np,
),F,
",",F,
.,F,
.,F,
Thượng_tọa,N,
Thích,Np,
Thanh_Quyết,Np,
",",F,
Phó_Chủ_tịch,N,
Hội_đồng,N,
trị_sự,V,
Trung_ương,N,
Giáo_hội,V,
Phật_giáo,N,
Việt_Nam,Np,
đánh,V,
cồng,N,
khai_hội,N,
.,F,
Có,V,
địa_hình,N,
đan_xen,V,
giữa,N,
vùng,N,
núi,N,
",",F,
trung_du,N,
và,C,
đồng_bằng,N,
",",F,
là,V,
một,M,
trong,E,
những,L,
cái,Nc,
nôi,N,
sinh,V,
tụ,V,
và,C,
phát_triển,V,
đầu_tiên,A,
của,E,
người,N,
Việt_cổ,N,
",",F,
Bắc_Giang_gắn,V,
liền,A,
với,E,
lịch_sử,N,
đấu_tranh,V,
dựng,V,
nước,N,
và,C,
giữ,V,
nước,N,
của,E,
dân_tộc,N,
.,F,
Núi_Yên_Tử,Np,
nằm,V,
trên,E,
cánh_cung,Nc,
Đông_Triều,Np,
“,F,
ôm,V,
”,F,
gọn,A,
vùng,N,
Đông_Bắc,Np,
Việt_Nam,Np,
",",F,
sườn,N,
Đông,Np,
chủ_yếu,A,
thuộc,V,
tỉnh,N,
Quảng_Ninh,Np,
",",F,
sườn,N,
Tây,Np,
thuộc,V,
các,L,
huyện,N,
Yên_Dũng,Np,
",",F,
Lục_Nam,Np,
",",F,
Lục_Ngạn,Np,
và,C,
Sơn_Động,Np,
tỉnh,N,
Bắc_Giang,Np,
.,F,
Dọc,Np,
sườn,N,
Tây_Yên_Tử,Np,
còn,R,
lưu,V,
lại,R,
nhiều,A,
di_tích,N,
",",F,
công_trình,N,
lịch_sử,N,
văn_hóa,N,
liên_quan,V,
đến,E,
quá_trình,N,
dựng,V,
nước,N,
và,C,
giữ,V,
nước,N,
của,E,
dân_tộc,N,
ta,P,
",",F,
trải,V,
dài,A,
từ,E,
Sơn_Động,Np,
dọc,A,
theo,E,
sông,N,
Lục_Nam,Np,
xuống,V,
đến,E,
Yên_Dũng,Np,
.,F,
Hệ_thống,N,
các,L,
chùa,N,
tháp,N,
",",F,
di_tích,N,
cùng,A,
sự,Nc,
kỳ_vĩ,V,
của,E,
rừng,N,
",",F,
núi,N,
trùng_điệp,A,
",",F,
thảm,N,
thực_vật,N,
và,C,
nhiều,A,
loài,N,
động_vật,N,
phong_phú,A,
",",F,
kết_hợp,V,
cùng,C,
với,E,
khu,N,
phía,N,
Đông,Np,
dãy,Nc,
Yên_Tử,Np,
(,F,
thuộc,V,
tỉnh,N,
Quảng_Ninh,Np,
),F,
đã,R,
tạo,V,
thành,V,
một,M,
quần_thể,N,
danh_thắng,N,
Yên_Tử,Np,
thống_nhất,V,
",",F,
có,V,
tiềm_năng,N,
lớn,A,
cho,E,
phát_triển,V,
du_lịch,N,
.,F,
Hàng,N,
nghìn,M,
người,N,
đổ,V,
về,E,
Tây_Yên_Tử,Np,
du_xuân,V,
Nếu,Np,
Yên_Tử,Np,
là,V,
nơi,N,
Phật,Np,
hoàng,N,
Trần_Nhân,Np,
Tông,Np,
tu,V,
tập,V,
",",F,
nơi,N,
lưu_giữ,V,
xá,V,
lị,N,
sau,E,
khi,N,
viên_tịch,N,
",",F,
thì,C,
Tây_Yên_Tử,Np,
là,V,
con,Nc,
đường,N,
hoằng,V,
dương,N,
phật,V,
pháp,N,
của,E,
Ngài,Np,
.,F,
Nơi,N,
đây,P,
gồm,V,
nhiều,A,
di_tích,N,
được,V,
phân_bố,V,
dọc,A,
theo,E,
tuyến,N,
đường,N,
293,M,
.,F,
Khu_Di_tích,N,
",",F,
Danh_thắng,N,
Tây_Yên_Tử,Np,
thuộc,V,
quần_thể,N,
di_tích,N,
Phật_giáo,N,
Yên_Tử,Np,
nằm,V,
trong,E,
vùng_đất,N,
địa,V,
linh,A,
",",F,
có,V,
cảnh_quan,N,
thiên_nhiên,N,
tươi,A,
đẹp,A,
",",F,
hùng_vĩ,A,
.,F,
Vị_trí,N,
địa_lý,V,
với,E,
núi,N,
cao,A,
",",F,
rừng,N,
rậm,A,
",",F,
thiên_nhiên,N,
kỳ_thú,A,
",",F,
hội_tụ,N,
khí,N,
thiêng,V,
rất,R,
phù_hợp,V,
với,E,
việc,N,
dựng,V,
chùa,N,
",",F,
tu,V,
thiền,N,
",",F,
giác_ngộ,V,
đạo_pháp,N,
xứng_đáng,A,
là,V,
vùng_đất,N,
linh_thiêng,A,
",",F,
là,C,
chốn,N,
Tổ,Np,
của,E,
thiền,N,
phái,N,
Trúc_Lâm,Np,
",",F,
tiêu_biểu,V,
cho,E,
bản_sắc,N,
văn_hóa,N,
và,C,
ý_thức,N,
độc_lập,N,
tự_chủ,V,
của,E,
dân_tộc,N,
.,F,
Đặc_biệt,A,
",",F,
phía,N,
