Thời,N
Chúa_Trịnh,Np
Cương_định,V
cho,V
chuyển,V
Đô,Np
về,V
đây,P
nhưng,C
về,E
sau,N
chỉ,R
cho,V
xây_dựng,V
Hành,Np
cung,V
để,E
nghỉ_ngơi,V
mỗi,M
khi,N
đi,V
tuần,N
du,V
và,C
về,V
thăm,V
bên,N
ngoại,A
ở,E
xã,N
Như_Kinh,Np
",",F
quê,N
bà,N
Trương,Np
Thái_Phi,Np
",",F
mẹ,N
đẻ,V
Trịnh,Np
Cương,Np
.,F
Sự_kiện,N
xây_dựng,V
này,P
được,V
Đại_Việt,Np
sử_ký,V
toàn,R
thư,N
chép,V
rõ,A
:,F
“,F
tháng,N
11,M
",",F
Đinh_Mùi,Np
Niên_hiệu,N
Bảo,Np
Thái,Np
năm,M
thứ,N
8,M
(,F
1727,M
),F
xây_dựng,V
Hành,Np
cung,N
Cổ_Bi,Np
.,F
Chúa,Np
Trịnh,Np
đi,V
đến,E
Như_Kinh,Np
",",F
ưa_thích,V
phong,N
thủy,N
ở,E
Cổ_Bi,Np
muốn,V
xây_dựng,V
Kinh_đô,N
mới,R
ở,E
đó,P
.,F
Các,L
tụng,N
thần,N
cũng,R
xin,V
cho,V
dựng,V
Hành,Np
cung,V
để,E
chuẩn_bị,V
khi,N
Chúa,Np
đi,V
tuần,N
du,V
.,F
Chúa_bèn,V
lệnh,N
cho,E
quần_thần,V
chọn,V
đất,N
vẽ,V
bản_đồ,N
dâng,V
lên,V
Chúa,Np
xem,V
.,F
Công_việc,N
xây_dựng,V
trong,E
một,M
tháng,N
thì,C
xong,V
.,F
Khi,N
phân_tích,V
về,V
địa_thế,N
nơi,N
đây,P
",",F
nhà,N
Hà_Nội,Np
học,V
Nguyễn_Vĩnh_Phúc,Np
từng,R
kiến_giải,V
:,F
“,F
Cổ_Bi,N
có,V
99,M
ngọn,Nc
núi,N
chầu,V
quanh,N
bao_bọc,N
",",F
khác,A
gì,P
99,M
vì_sao,X
chiếu,V
rạng,N
.,F
Lại,R
có,V
sau,N
lưng,N
là,V
dòng,Nc
sông,N
Đuống,Np
",",F
trước,E
mặt,N
là,V
dòng,N
sông,N
Hồng,Np
.,F
Đó,P
là,V
hai,M
“,F
thủy_long,N
”,F
che_chở,V
.,F
Ngoài_ra,R
",",F
vốn,N
còn,V
con,Nc
sông,N
Nghĩa_Trụ,Np
từ,E
Lê_Xá,Np
",",F
Nông_Vụ,Np
",",F
Phú_Thị,Np
vòng,V
