Đồng_chí,N,
Hoàng_Văn_Thụ,Np,
",",F,
người,N,
dân_tộc,N,
Tày,Np,
",",F,
sinh,V,
ngày,N,
4,M,
-,F,
11,M,
-,F,
1909,M,
tại,E,
thôn,N,
Phạc_Lạn,Np,
",",F,
tổng,N,
Nhân,Np,
Lý,Np,
",",F,
châu,N,
Văn_Uyên,Np,
",",F,
tỉnh,N,
Lạng_Sơn,Np,
(,F,
nay,P,
là,V,
xã,N,
Hoàng_Văn_Thụ,Np,
",",F,
huyện,N,
Văn_Lãng,Np,
",",F,
tỉnh,N,
Lạng_Sơn,Np,
),F,
.,F,
Ngay,T,
từ,E,
nhỏ,N,
đồng_chí,N,
là,V,
người,N,
thông_minh,A,
",",F,
hiếu_học,N,
",",F,
ham,V,
hiểu_biết,V,
",",F,
sống,V,
chân_thành,A,
và,C,
dũng_cảm,A,
.,F,
Thuở,Np,
nhỏ,V,
theo,V,
học,V,
tại,E,
Trường,N,
Tiểu_học,N,
Việt_Pháp,Np,
ở,E,
Lạng_Sơn,Np,
.,F,
Sau,E,
phong_trào,N,
đấu_tranh,V,
đòi,V,
thả,V,
Phan_Bội_Châu,Np,
(,F,
1925,M,
),F,
và,C,
để_tang,Nc,
Phan_Chu_Trinh,Np,
(,F,
1926,M,
),F,
",",F,
đồng_chí,N,
Hoàng_Văn,Np,
Thụ,Np,
tham_gia,V,
thành_lập,V,
nhóm,Nc,
thanh_niên,N,
yêu,V,
nước,N,
ở,E,
Lạng_Sơn,Np,
.,F,
Năm,N,
1928,M,
",",F,
tham_gia,V,
Việt_Nam_Thanh_niên,N,
cách_mạng,N,
đồng_chí,N,
hội,N,
.,F,
Năm,N,
1929,M,
",",F,
đồng_chí,N,
được,V,
kết_nạp,V,
vào,E,
Đông_Dương,Np,
Cộng_sản,N,
Đảng,Np,
.,F,
Thực_hiện,V,
Nghị_quyết,N,
của,E,
Đại_hội,N,
lần,N,
thứ,N,
nhất,A,
của,E,
Đảng,Np,
(,F,
27,M,
-,F,
3,M,
-,F,
1935,M,
),F,
",",F,
đồng_chí,N,
Hoàng_Văn_Thụ,Np,
đã,R,
tích_cực,A,
tổ_chức,V,
phát_triển,V,
cơ_sở,N,
Đảng,Np,
ở,E,
Cao,Np,
Bằng,Np,
",",F,
mở,V,
lớp,N,
huấn_luyện,V,
đào_tạo,V,
cán_bộ,N,
làm,V,
nòng_cốt,N,
cho,E,
cách_mạng,N,
",",F,
tổ_chức,N,
kết_nạp,V,
Đảng_viên,N,
",",F,
phát_triển,V,
cơ_sở,N,
Đảng,Np,
ở,E,
các,L,
địa_phương,N,
.,F,
Là,V,
một,M,
trong,E,
những,L,
Đảng_viên,N,
đầu_tiên,A,
của,E,
Đảng,Np,
Cộng_sản,N,
Đông_Dương,Np,
",",F,
đồng_chí,N,
tham_gia,V,
lãnh_đạo,N,
phong_trào,N,
cách_mạng,N,
ở,E,
các,L,
tỉnh,N,
Lạng_Sơn,Np,
",",F,
Thái_Nguyên,Np,
.,F,
Năm,N,
1938,M,
",",F,
đồng_chí,N,
được,V,
Trung_ương,N,
cử,V,
vào,E,
Ban,N,
lãnh_đạo,N,
Xứ_uỷ,N,
Bắc_kỳ,A,
.,F,
Năm,N,
1939,M,
",",F,
đồng_chí,N,
là,V,
Bí_thư,N,
Xứ_uỷ,N,
.,F,
Với,E,
cương_vị,N,
là,V,
Bí_thư,N,
Xứ_uỷ,N,
Bắc_Kỳ,Np,
",",F,
đồng_chí,N,
đã,R,
chỉ_đạo,V,
củng_cố,V,
Thành_uỷ,N,
Hà_Nội,Np,
trong,E,
thời_kỳ,N,
bị,V,
địch,N,
khủng_bố,V,
gắt_gao,N,
(,F,
1939,M,
-,F,
1940,M,
),F,
.,F,
Từ,E,
Hội_nghị,N,
Trung_ương,N,
lần,N,
thứ,N,
VII,M,
(,F,
tháng,N,
11,M,
năm,N,
1940,M,
),F,
",",F,
đồng_chí,N,
là,V,
Uỷ_viên,E,
Trung_ương,N,
Đảng,Np,
.,F,
Tại,E,
Hội_nghị,N,
Trung_ương,N,
lần,N,
thứ,N,
VIII,M,
(,F,
tháng,N,
5,M,
năm,N,
1941,M,
),F,
",",F,
đồng_chí,N,
được,V,
cử,V,
vào,E,
Tổng_bộ,Nc,
Việt_Minh,Np,
",",F,
phụ_trách,V,
công_tác,V,
mặt_trận,N,
và,C,
binh_vận,N,
của,E,
Đảng,Np,
",",F,
đồng_chí,N,
là,V,
một,M,
trong,E,
những,L,
người,N,
sáng_lập,V,
báo,N,
“,F,
Cờ,N,
giải_phóng,V,
”,F,
.,F,
Ngày,N,
25,M,
-,F,
8,M,
-,F,
1943,M,
",",F,
trên,E,
đường,N,
đi,V,
dự,V,
cuộc,N,
họp,V,
tại,E,
Hà_Nội,Np,
",",F,
đồng_chí,N,
bị,V,
mật_thám,V,
bắt,V,
tại,E,
khu,N,
tám,N,
mái,N,
(,F,
Hà_Nội,Np,
),F,
.,F,
Trong,E,
thời_gian,N,
bị,V,
bắt,V,
giam_cầm,N,
tại,E,
Nhà_tù,N,
Hỏa_Lò,Np,
Hà_Nội,Np,
đứng,V,
trước,A,
mọi,L,
thủ_đoạn,N,
thâm_độc,A,
",",F,
đồng_chí,N,
đã,R,
nêu,V,
cao,A,
khí_tiết,N,
bất_khuất,A,
của,E,
người,N,
chiến_sĩ,N,
cộng_sản,N,
khiến,V,
cho,E,
các,L,
đồng_chí,N,
",",F,
đồng_đội,N,
khâm_phục,V,
",",F,
quí_mến,N,
và,C,
kẻ_thù,N,
phải,V,
khiếp_sợ,V,
.,F,
Khu,N,
tưởng_niệm,N,
Hoàng_Văn_Thụ,Np,
(,F,
Ảnh,Np,
:,F,
TL,Ny,
),F,
Theo,E,
hồi_ký,N,
của,E,
đồng_chí,N,
Trần_Đăng_Ninh,Np,
",",F,
người,N,
chiến_sĩ,N,
cộng_sản,N,
đã,R,
từng,R,
bị,V,
giam_cầm,V,
cùng,C,
đồng_chí,N,
Hoàng_Văn_Thụ,Np,
tại,E,
Nhà_tù,N,
Hoả_lò,N,
",",F,
trong,E,
phiên_toà,N,
đại,A,
hình,N,
do,E,
bọn,Nc,
thực_dân,N,
mở,V,
để,E,
xử,V,
án,N,
",",F,
đồng_chí,N,
Hoàng_Văn_Thụ,Np,
vẫn,R,
giữ,V,
vững,A,
khí_tiết,N,
của,E,
người,N,
chiến_sĩ,N,
cộng_sản,N,
kiên_cường,A,
luôn,R,
vững,A,
tin,N,
ở,E,
ngày,N,
toàn_thắng,N,
",",F,
Người,N,
đã,R,
chỉ,V,
thẳng,A,
vào,E,
mặt,N,
kẻ_thù,N,
bằng,E,
những,L,
lời,N,
đanh_thép,V,
:,F,
“,F,
Trong,E,
cuộc,Nc,
đấu_tranh,V,
sinh_tử,A,
giữa,E,
chúng_tôi,P,
những,L,
người,N,
mất,V,
nước,N,
và,C,
các,L,
ông,N,
những,L,
kẻ_cướp,N,
nước,N,
",",F,
sự,Nc,
hy_sinh,V,
của,E,
những,L,
người,N,
như,C,
tôi,P,
là,V,
lẽ,N,
dĩ_nhiên,A,
",",F,
chỉ,R,
biết,V,
rằng,C,
cuối_cùng,A,
chúng_tôi,P,
sẽ,R,
thắng,V,
”,F,
.,F,
Ý_chí,N,
gang_thép,N,
ấy,P,
làm,V,
quân_thù,N,
kinh_ngạc,V,
khiếp_sợ,V,
",",F,
sáng,N,
ngày,N,
24,M,
-,F,
5,M,
-,F,
1944,M,
",",F,
kẻ_thù,N,
đã,R,
hèn_hạ_sát_hại,V,
đồng_chí,N,
tại,E,
trường_bắn,N,
Tương_Mai,Np,
.,F,
Sau,E,
khi,N,
đồng_chí,N,
Hoàng_Văn,Np,
Thụ,Np,
hy_sinh,V,
",",F,
nhân_dân_làng,N,
Tương_Mai,Np,
đã,R,
bí_mật,V,
tổ_chức,V,
an_táng,V,
",",F,
bảo_vệ,N,
giữ_gìn,V,
hài_cốt,N,
của,E,
đồng_chí,N,
ngay,R,
tại,E,
cánh,N,
đồng,N,
Tương_Mai,Np,
.,F,
Sau,E,
hoà_bình,N,
năm,N,
1954,M,
",",F,
Nhà_nước,N,
xây,V,
lại,R,
mộ,N,
đồng_chí,N,
.,F,
Năm,N,
1958,M,
",",F,
thi_hài,N,
đồng_chí,N,
được,V,
chuyển,V,
về,E,
Nghĩa_trang,N,
Mai_Dịch,Np,
-,F,
Hà_Nội,Np,
.,F,
Với,E,
mục_đích_tôn_vinh,N,
giáo_dục,V,
truyền_thống,N,
cách_mạng,N,
cho,E,
các,L,
thế_hệ,N,
hôm_nay,N,
và,C,
mai,N,
sau,A,
luôn,R,
ghi_nhớ,V,
công_lao,N,
của,E,
một,M,
đồng_chí,N,
lãnh_đạo,N,
xuất_sắc,A,
của,E,
Đảng,Np,
",",F,
ăm,N,
2008,M,
",",F,
UBND,Ny,
thành_phố,N,
đã,R,
đầu_tư,V,
",",F,
tu_bổ,N,
",",F,
tôn_tạo,N,
xây_dựng,V,
nhà,N,
bia,N,
tưởng_niệm,N,
đồng_chí,N,
Hoàng_Văn_Thụ,Np,
.,F,
Khu,N,
tưởng_niệm,N,
có,V,
tổng_diện_tích,N,
"2,430",M,
m2,Nu,
bao_gồm,V,
các,L,
hạng_mục,N,
:,F,
vườn,N,
hoa,N,
",",F,
cây_xanh,N,
",",F,
đèn_chiếu,N,
sáng,N,
",",F,
tiểu_cảnh,N,
",",F,
sân,N,
nội_bộ,N,
…,F,
chính_diện,N,
là,V,
Tượng_đài,N,
đồng_chí,N,
Hoàng_Văn,Np,
Thụ,Np,
tạc,V,
bằng,E,
đá,N,
quí,A,
khai_thác,V,
từ,E,
Thanh_Hoá,Np,
",",F,
tổng,N,
chiều,N,
cao,A,
"8,55",M,
m,Nu,
",",F,
tượng,N,
cao,A,
"6,03",M,
m,Nu,
",",F,
nặng,A,
hơn,A,
80,M,
tấn,Nu,
tổng,N,
mức,N,
đầu_tư,V,
trên,E,
11,M,
tỉ,M,
đồng,Nu,
.,F,
Sau,E,
12,M,
tháng,N,
khẩn_trương,N,
thi_công,V,
",",F,
công_trình,N,
đã,R,
hoàn_thành,V,
và,C,
là,V,
một,M,
trong,E,
những,L,
công_trình,N,
được,V,
UBND,Ny,
thành_phố,N,
gắn,V,
biển,N,
kỷ_niệm,N,
1000,M,
năm,N,
Thăng_Long,Np,
-,F,
Hà_Nội,Np,
.,F,
Khu,N,
tưởng_niệm,N,
đồng_chí,N,
Hoàng_Văn,Np,
Thụ,Np,
được,V,
đặt,V,
trong,E,
một,M,
khuôn_viên,N,
khá,R,
rộng,A,
và,C,
đẹp,A,
ở,E,
vị_trí,N,
trung_tâm,N,
của,E,
phường,N,
Hoàng_Văn_Thụ,Np,
.,F,
Các,L,
kiến_trúc,N,
xây_dựng,V,
ở,E,
khu,N,
mộ,N,
được,R,
sắp_xếp,V,
chặt_chẽ,A,
theo,E,
qui_hoạch,N,
kiến_trúc,V,
truyền_thống,N,
bao_gồm,V,
:,F,
nhà,N,
bia,N,
",",F,
sân,N,
",",F,
vườn,N,
xếp,V,
theo,E,
chiều,N,
dọc,N,
tạo,V,
không_gian,N,
trang_nghiêm,A,
cho,E,
Khu_Di_tích,N,
.,F,
Sau,E,
cổng,N,
vào,N,
là,V,
vườn,N,
hoa,N,
nhỏ,A,
với,E,
các,L,
bồn,N,
hoa,N,
",",F,
cây_cảnh,N,
được,V,
sắp_xếp,V,
hài_hoà,N,
",",F,
hợp_lý,A,
trong,E,
khuôn_viên,N,
cây_xanh,V,
tĩnh_mịch,N,
.,F,
Hai,M,
bên,N,
đường,N,
vào,V,
là,V,
hai,M,
hàng,N,
thông,A,
như,C,
những,L,
vệ_tinh,N,
đứng,V,
gác,V,
.,F,
Phía,N,
trước,A,
bên,N,
trái,Nc,
nhà,N,
bia,N,
trồng,V,
cây,Nc,
hồi,N,
do,E,
tỉnh,N,
Lạng_Sơn,Np,
-,F,
quê_hương,N,
đồng_chí,N,
Hoàng_Văn,Np,
Thụ,Np,
tặng,V,
",",F,
bên,N,
phải,V,
trồng,V,
cây,Nc,
đa,N,
.,F,
Hai,M,
cây,Nc,
này,P,
do,E,
các,L,
đồng_chí,N,
lãnh_đạo,N,
Đảng,Np,
và,C,
Nhà_nước,N,
ta,P,
cùng,A,
các,L,
đồng_chí,N,
ở,E,
tỉnh,N,
Lạng_Sơn,Np,
",",F,
Quận_uỷ,N,
",",F,
UBND,Ny,
quận,N,
Hai,M,
Bà,Nc,
Trưng,Np,
trồng,V,
kỷ_niệm,N,
trong,E,
ngày,N,
khánh_thành,V,
Khu_Di_tích,N,
.,F,
Nhà,N,
bia,N,
là,V,
nếp,N,
nhà,N,
được,V,
xây,V,
theo,E,
kiểu,N,
phương,N,
đình,V,
hai,M,
tầng,N,
tám,M,
mái,N,
",",F,
có,V,
các,L,
đầu,N,
đao,N,
cong,A,
ngược,V,
lên,V,
",",F,
mái,N,
lợp,N,
ngói_ta,A,
",",F,
trên,E,
nóc,N,
mái,N,
và,C,
các,L,
bờ,N,
nóc,N,
đắp,V,
các,L,
họa,N,
tiết,N,
trang_trí,V,
cách_điệu,V,
",",F,
cổ,N,
diêm,N,
giữa,N,
2,M,
mái,N,
làm_hàng,N,
chắn_song,A,
con,N,
tiện,A,
bằng,E,
sứ,N,
bát,N,
tràng,N,
màu,N,
nâu,A,
vàng,A,
;,F,
tầng,N,
mái,N,
trên,A,
làm,V,
kiểu,N,
vì,E,
kèo,N,
quá_giang,N,
.,F,
Các,L,
mái,N,
có,V,
hệ_thống,N,
bẩy,V,
ngang,N,
ăn,V,
sâu,A,
chân,N,
mộng,V,
vào,R,
thân,N,
cột,N,
cái,T,
.,F,
Toàn_bộ,N,
kết_cấu,N,
mái,N,
được,V,
đặt,V,
trên,E,
8,M,
cột,N,
tròn,A,
vững_chắc,A,
kê,V,
trên,E,
các,L,
đấu,N,
kê,V,
hình,N,
bát,N,
.,F,
Trên,E,
hệ_thống,N,
xà,N,
dui,A,
",",F,
cột,N,
",",F,
mái,N,
của,E,
nhà,N,
bia,N,
đều,R,
được,V,
làm_bằng,V,
vật_liệu,N,
bền_vững,A,
nhưng,C,
trang_trí,V,
màu_sắc,N,
hài_hoà,N,
",",F,
hợp_lý,A,
mang,V,
phong_cách,N,
kiến_trúc,V,
cổ_truyền_thống,N,
.,F,
Giữa,E,
nhà,N,
bia,N,
có,V,
tấm,Nc,
bia,N,
lớn,A,
(,F,
170cm,M,
x,N,
90cm,M,
),F,
.,F,
Hai,M,
mặt,N,
tấm,Nc,
bia,N,
chạm_nổi,V,
hình_tượng,N,
búa,N,
liềm,N,
trong,E,
là,V,
lá,Nc,
cờ,N,
Đảng,Np,
",",F,
mặt,N,
trước,E,
bia,N,
khắc,N,
tóm_tắt,V,
thân_thế,N,
",",F,
sự_nghiệp,N,
của,E,
đồng_chí,N,
Hoàng_Văn_Thụ,Np,
",",F,
mặt,N,
sau,E,
khắc,N,
nội_dung,N,
bài,Nc,
thơ,N,
“,F,
Nhắn,V,
bạn,N,
”,F,
nổi_tiếng,A,
của,E,
đồng_chí,N,
",",F,
xung_quanh,N,
nhà,N,
bia,N,
tạo,V,
cây_cảnh,N,
và,C,
không_gian,N,
yên_tĩnh,A,
",",F,
mát_mẻ,N,
.,F,
Khu,N,
tưởng_niệm,N,
Hoàng_Văn,Np,
Thụ,Np,
hiện_nay,N,
thuộc,V,
phường,N,
Tương_Mai,Np,
",",F,
quận,N,
Hai,M,
Bà,Nc,
Trưng,Np,
",",F,
Hà_Nội,Np,
.,F,
(,F,
Ảnh,Np,
:,F,
TL,Ny,
),F,
Hiện_nay,N,
",",F,
tại,E,
Bệnh_viện,N,
Quân_chủng,N,
Không_quân,N,
còn,R,
giữ,V,
lại,R,
những,L,
dấu_vết,N,
của,E,
trường_bắn,N,
mà,C,
kẻ_thù,N,
đã,R,
